name_j,code_map,name_e,year,url,zip,shp,altdir,qml
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20240701185256.zip,jigyosho_361_all_20240701185256.zip,jigyosho_361_all_20240701185256.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20240701185259.zip,jigyosho_362_all_20240701185259.zip,jigyosho_362_all_20240701185259.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20240701185302.zip,jigyosho_364_all_20240701185302.zip,jigyosho_364_all_20240701185302.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20240701185308.zip,jigyosho_410_all_20240701185308.zip,jigyosho_410_all_20240701185308.csv,,
居宅介護支援,LTCI_430,Care Management,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20240701185333.zip,jigyosho_430_all_20240701185333.zip,jigyosho_430_all_20240701185333.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20240701185340.zip,jigyosho_510_all_20240701185340.zip,jigyosho_510_all_20240701185340.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20240701185345.zip,jigyosho_520_all_20240701185345.zip,jigyosho_520_all_20240701185345.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20240701185348.zip,jigyosho_530_all_20240701185348.zip,jigyosho_530_all_20240701185348.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20240701185352.zip,jigyosho_540_all_20240701185352.zip,jigyosho_540_all_20240701185352.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20240701185442.zip,jigyosho_550_all_20240701185442.zip,jigyosho_550_all_20240701185442.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20240701185355.zip,jigyosho_710_all_20240701185355.zip,jigyosho_710_all_20240701185355.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20240701185400.zip,jigyosho_720_all_20240701185400.zip,jigyosho_720_all_20240701185400.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20240701185410.zip,jigyosho_730_all_20240701185410.zip,jigyosho_730_all_20240701185410.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20240701185413.zip,jigyosho_760_all_20240701185413.zip,jigyosho_760_all_20240701185413.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20240701185417.zip,jigyosho_770_all_20240701185417.zip,jigyosho_770_all_20240701185417.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2024年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20240701185439.zip,jigyosho_780_all_20240701185439.zip,jigyosho_780_all_20240701185439.csv,,
訪問介護,LTCI_110,Home-Visit Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_110_all_20240109195003.zip,jigyosho_110_all_20240109195003.zip,jigyosho_110_all_20240109195003.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20240109195007.zip,jigyosho_120_all_20240109195007.zip,jigyosho_120_all_20240109195007.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20240109195016.zip,jigyosho_130_all_20240109195016.zip,jigyosho_130_all_20240109195016.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20240109195022.zip,jigyosho_140_all_20240109195022.zip,jigyosho_140_all_20240109195022.csv,,
通所介護,LTCI_150,Day Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20240109195053.zip,jigyosho_150_all_20240109195053.zip,jigyosho_150_all_20240109195053.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20240109195056.zip,jigyosho_155_all_20240109195056.zip,jigyosho_155_all_20240109195056.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20240109195103.zip,jigyosho_160_all_20240109195103.zip,jigyosho_160_all_20240109195103.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20240109195109.zip,jigyosho_170_all_20240109195109.zip,jigyosho_170_all_20240109195109.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20240109195126.zip,jigyosho_210_all_20240109195126.zip,jigyosho_210_all_20240109195126.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20240109195131.zip,jigyosho_220_all_20240109195131.zip,jigyosho_220_all_20240109195131.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20240109195134.zip,jigyosho_230_all_20240109195134.zip,jigyosho_230_all_20240109195134.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20240109195358.zip,jigyosho_551_all_20240109195358.zip,jigyosho_551_all_20240109195358.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20240109195144.zip,jigyosho_320_all_20240109195144.zip,jigyosho_320_all_20240109195144.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20240109195149.zip,jigyosho_331_all_20240109195149.zip,jigyosho_331_all_20240109195149.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20240109195153.zip,jigyosho_332_all_20240109195153.zip,jigyosho_332_all_20240109195153.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20240109195156.zip,jigyosho_334_all_20240109195156.zip,jigyosho_334_all_20240109195156.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20240109195159.zip,jigyosho_335_all_20240109195159.zip,jigyosho_335_all_20240109195159.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20240109195202.zip,jigyosho_336_all_20240109195202.zip,jigyosho_336_all_20240109195202.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20240109195205.zip,jigyosho_337_all_20240109195205.zip,jigyosho_337_all_20240109195205.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20240109195208.zip,jigyosho_361_all_20240109195208.zip,jigyosho_361_all_20240109195208.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20240109195211.zip,jigyosho_362_all_20240109195211.zip,jigyosho_362_all_20240109195211.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20240109195214.zip,jigyosho_364_all_20240109195214.zip,jigyosho_364_all_20240109195214.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20240109195219.zip,jigyosho_410_all_20240109195219.zip,jigyosho_410_all_20240109195219.csv,,
居宅介護支援,LTCI_430,Care Management,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20240109195245.zip,jigyosho_430_all_20240109195245.zip,jigyosho_430_all_20240109195245.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20240109195252.zip,jigyosho_510_all_20240109195252.zip,jigyosho_510_all_20240109195252.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20240109195258.zip,jigyosho_520_all_20240109195258.zip,jigyosho_520_all_20240109195258.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20240109195301.zip,jigyosho_530_all_20240109195301.zip,jigyosho_530_all_20240109195301.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20240109195305.zip,jigyosho_540_all_20240109195305.zip,jigyosho_540_all_20240109195305.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20240109195355.zip,jigyosho_550_all_20240109195355.zip,jigyosho_550_all_20240109195355.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20240109195308.zip,jigyosho_710_all_20240109195308.zip,jigyosho_710_all_20240109195308.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20240109195313.zip,jigyosho_720_all_20240109195313.zip,jigyosho_720_all_20240109195313.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20240109195323.zip,jigyosho_730_all_20240109195323.zip,jigyosho_730_all_20240109195323.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20240109195326.zip,jigyosho_760_all_20240109195326.zip,jigyosho_760_all_20240109195326.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20240109195330.zip,jigyosho_770_all_20240109195330.zip,jigyosho_770_all_20240109195330.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2023年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20240109195352.zip,jigyosho_780_all_20240109195352.zip,jigyosho_780_all_20240109195352.csv,,
訪問介護,LTCI_110,Home-Visit Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_110_all_20230703110533.zip,jigyosho_110_all_20230703110533.zip,jigyosho_110_all_20230703110533.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20230703110536.zip,jigyosho_120_all_20230703110536.zip,jigyosho_120_all_20230703110536.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20230703110545.zip,jigyosho_130_all_20230703110545.zip,jigyosho_130_all_20230703110545.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20230703110549.zip,jigyosho_140_all_20230703110549.zip,jigyosho_140_all_20230703110549.csv,,
通所介護,LTCI_150,Day Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20230703110619.zip,jigyosho_150_all_20230703110619.zip,jigyosho_150_all_20230703110619.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20230703110622.zip,jigyosho_155_all_20230703110622.zip,jigyosho_155_all_20230703110622.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20230703110627.zip,jigyosho_160_all_20230703110627.zip,jigyosho_160_all_20230703110627.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20230703110632.zip,jigyosho_170_all_20230703110632.zip,jigyosho_170_all_20230703110632.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20230703110648.zip,jigyosho_210_all_20230703110648.zip,jigyosho_210_all_20230703110648.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20230703110653.zip,jigyosho_220_all_20230703110653.zip,jigyosho_220_all_20230703110653.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20230703110655.zip,jigyosho_230_all_20230703110655.zip,jigyosho_230_all_20230703110655.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20230703110901.zip,jigyosho_551_all_20230703110901.zip,jigyosho_551_all_20230703110901.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20230703110704.zip,jigyosho_320_all_20230703110704.zip,jigyosho_320_all_20230703110704.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20230703110709.zip,jigyosho_331_all_20230703110709.zip,jigyosho_331_all_20230703110709.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20230703110711.zip,jigyosho_332_all_20230703110711.zip,jigyosho_332_all_20230703110711.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20230703110714.zip,jigyosho_334_all_20230703110714.zip,jigyosho_334_all_20230703110714.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20230703110716.zip,jigyosho_335_all_20230703110716.zip,jigyosho_335_all_20230703110716.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20230703110719.zip,jigyosho_336_all_20230703110719.zip,jigyosho_336_all_20230703110719.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20230703110721.zip,jigyosho_337_all_20230703110721.zip,jigyosho_337_all_20230703110721.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20230703110724.zip,jigyosho_361_all_20230703110724.zip,jigyosho_361_all_20230703110724.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20230703110726.zip,jigyosho_362_all_20230703110726.zip,jigyosho_362_all_20230703110726.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20230703110729.zip,jigyosho_364_all_20230703110729.zip,jigyosho_364_all_20230703110729.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20230703110733.zip,jigyosho_410_all_20230703110733.zip,jigyosho_410_all_20230703110733.csv,,
居宅介護支援,LTCI_430,Care Management,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20230703110757.zip,jigyosho_430_all_20230703110757.zip,jigyosho_430_all_20230703110757.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20230703110803.zip,jigyosho_510_all_20230703110803.zip,jigyosho_510_all_20230703110803.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20230703110808.zip,jigyosho_520_all_20230703110808.zip,jigyosho_520_all_20230703110808.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20230703110810.zip,jigyosho_530_all_20230703110810.zip,jigyosho_530_all_20230703110810.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20230703110814.zip,jigyosho_540_all_20230703110814.zip,jigyosho_540_all_20230703110814.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20230703110858.zip,jigyosho_550_all_20230703110858.zip,jigyosho_550_all_20230703110858.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20230703110816.zip,jigyosho_710_all_20230703110816.zip,jigyosho_710_all_20230703110816.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20230703110820.zip,jigyosho_720_all_20230703110820.zip,jigyosho_720_all_20230703110820.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20230703110829.zip,jigyosho_730_all_20230703110829.zip,jigyosho_730_all_20230703110829.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20230703110832.zip,jigyosho_760_all_20230703110832.zip,jigyosho_760_all_20230703110832.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20230703110835.zip,jigyosho_770_all_20230703110835.zip,jigyosho_770_all_20230703110835.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2023年６月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20230703110856.zip,jigyosho_780_all_20230703110856.zip,jigyosho_780_all_20230703110856.csv,,
訪問介護,LTCI_110,Home-Visit Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_110_all_20230111180129.zip,jigyosho_110_all_20230111180129.zip,jigyosho_110_all_20230111180129.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20230111180132.zip,jigyosho_120_all_20230111180132.zip,jigyosho_120_all_20230111180132.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20230111180140.zip,jigyosho_130_all_20230111180140.zip,jigyosho_130_all_20230111180140.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20230111180144.zip,jigyosho_140_all_20230111180144.zip,jigyosho_140_all_20230111180144.csv,,
通所介護,LTCI_150,Day Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20230111180215.zip,jigyosho_150_all_20230111180215.zip,jigyosho_150_all_20230111180215.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20230111180217.zip,jigyosho_155_all_20230111180217.zip,jigyosho_155_all_20230111180217.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20230111180223.zip,jigyosho_160_all_20230111180223.zip,jigyosho_160_all_20230111180223.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20230111180229.zip,jigyosho_170_all_20230111180229.zip,jigyosho_170_all_20230111180229.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20230111180245.zip,jigyosho_210_all_20230111180245.zip,jigyosho_210_all_20230111180245.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20230111180249.zip,jigyosho_220_all_20230111180249.zip,jigyosho_220_all_20230111180249.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20230111180252.zip,jigyosho_230_all_20230111180252.zip,jigyosho_230_all_20230111180252.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20230111180457.zip,jigyosho_551_all_20230111180457.zip,jigyosho_551_all_20230111180457.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20230111180301.zip,jigyosho_320_all_20230111180301.zip,jigyosho_320_all_20230111180301.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20230111180305.zip,jigyosho_331_all_20230111180305.zip,jigyosho_331_all_20230111180305.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20230111180308.zip,jigyosho_332_all_20230111180308.zip,jigyosho_332_all_20230111180308.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20230111180310.zip,jigyosho_334_all_20230111180310.zip,jigyosho_334_all_20230111180310.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20230111180312.zip,jigyosho_335_all_20230111180312.zip,jigyosho_335_all_20230111180312.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20230111180315.zip,jigyosho_336_all_20230111180315.zip,jigyosho_336_all_20230111180315.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20230111180317.zip,jigyosho_337_all_20230111180317.zip,jigyosho_337_all_20230111180317.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20230111180320.zip,jigyosho_361_all_20230111180320.zip,jigyosho_361_all_20230111180320.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20230111180322.zip,jigyosho_362_all_20230111180322.zip,jigyosho_362_all_20230111180322.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20230111180324.zip,jigyosho_364_all_20230111180324.zip,jigyosho_364_all_20230111180324.csv,,
