name_j,code_map,name_e,year,url,zip,shp,altdir,qml
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20210705132146.zip,jigyosho_510_all_20210705132146.zip,jigyosho_510_all_20210705132146.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20210705132158.zip,jigyosho_520_all_20210705132158.zip,jigyosho_520_all_20210705132158.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20210705132203.zip,jigyosho_530_all_20210705132203.zip,jigyosho_530_all_20210705132203.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20210705132211.zip,jigyosho_540_all_20210705132211.zip,jigyosho_540_all_20210705132211.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20210705132346.zip,jigyosho_550_all_20210705132346.zip,jigyosho_550_all_20210705132346.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20210705132213.zip,jigyosho_710_all_20210705132213.zip,jigyosho_710_all_20210705132213.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20210705132226.zip,jigyosho_720_all_20210705132226.zip,jigyosho_720_all_20210705132226.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20210705132241.zip,jigyosho_730_all_20210705132241.zip,jigyosho_730_all_20210705132241.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20210705132245.zip,jigyosho_760_all_20210705132245.zip,jigyosho_760_all_20210705132245.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20210705132248.zip,jigyosho_770_all_20210705132248.zip,jigyosho_770_all_20210705132248.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20210705132342.zip,jigyosho_780_all_20210705132342.zip,jigyosho_780_all_20210705132342.csv,,
訪問介護,LTCI_110,Home-Visit Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/2020.12jigyosho_110_all_20210122205653.zip,2020.12jigyosho_110_all_20210122205653.zip,2020.12jigyosho_110_all_20210122205653.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20210122205658_s.zip,jigyosho_120_all_20210122205658_s.zip,jigyosho_120_all_20210122205658.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20210122205719_s.zip,jigyosho_130_all_20210122205719_s.zip,jigyosho_130_all_20210122205719.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20210122205729_s.zip,jigyosho_140_all_20210122205729_s.zip,jigyosho_140_all_20210122205729.csv,,
通所介護,LTCI_150,Day Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20210122205839_s.zip,jigyosho_150_all_20210122205839_s.zip,jigyosho_150_all_20210122205839.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20210122205841_s.zip,jigyosho_155_all_20210122205841_s.zip,jigyosho_155_all_20210122205841.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20210122205854_s.zip,jigyosho_160_all_20210122205854_s.zip,jigyosho_160_all_20210122205854.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20210122205906_s.zip,jigyosho_170_all_20210122205906_s.zip,jigyosho_170_all_20210122205906.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20210122205940_s.zip,jigyosho_210_all_20210122205940_s.zip,jigyosho_210_all_20210122205940.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20210122205950_s.zip,jigyosho_220_all_20210122205950_s.zip,jigyosho_220_all_20210122205950.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20210122205953_s.zip,jigyosho_230_all_20210122205953_s.zip,jigyosho_230_all_20210122205953.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20210122210352_s.zip,jigyosho_551_all_20210122210352_s.zip,jigyosho_551_all_20210122210352.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20210122210018_s.zip,jigyosho_320_all_20210122210018_s.zip,jigyosho_320_all_20210122210018.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20210122210028_s.zip,jigyosho_331_all_20210122210028_s.zip,jigyosho_331_all_20210122210028.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20210122210030_s.zip,jigyosho_332_all_20210122210030_s.zip,jigyosho_332_all_20210122210030.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20210122210033_s.zip,jigyosho_334_all_20210122210033_s.zip,jigyosho_334_all_20210122210033.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20210122210035_s.zip,jigyosho_335_all_20210122210035_s.zip,jigyosho_335_all_20210122210035.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20210122210036_s.zip,jigyosho_336_all_20210122210036_s.zip,jigyosho_336_all_20210122210036.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20210122210038_s.zip,jigyosho_337_all_20210122210038_s.zip,jigyosho_337_all_20210122210038.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20210122210041_s.zip,jigyosho_361_all_20210122210041_s.zip,jigyosho_361_all_20210122210041.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20210122210043_s.zip,jigyosho_362_all_20210122210043_s.zip,jigyosho_362_all_20210122210043.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20210122210044_s.zip,jigyosho_364_all_20210122210044_s.zip,jigyosho_364_all_20210122210044.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20210122210056_s.zip,jigyosho_410_all_20210122210056_s.zip,jigyosho_410_all_20210122210056.csv,,
居宅介護支援,LTCI_430,Care Management,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20210122210156_s.zip,jigyosho_430_all_20210122210156_s.zip,jigyosho_430_all_20210122210156.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20210122210212_s.zip,jigyosho_510_all_20210122210212_s.zip,jigyosho_510_all_20210122210212.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20210122210221_s.zip,jigyosho_520_all_20210122210221_s.zip,jigyosho_520_all_20210122210221.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20210122210224_s.zip,jigyosho_530_all_20210122210224_s.zip,jigyosho_530_all_20210122210224.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20210122210230_s.zip,jigyosho_540_all_20210122210230_s.zip,jigyosho_540_all_20210122210230.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20210122210350_s.zip,jigyosho_550_all_20210122210350_s.zip,jigyosho_550_all_20210122210350.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20210122210233_s.zip,jigyosho_710_all_20210122210233_s.zip,jigyosho_710_all_20210122210233.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20210122210242_s.zip,jigyosho_720_all_20210122210242_s.zip,jigyosho_720_all_20210122210242.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20210122210255_s.zip,jigyosho_730_all_20210122210255_s.zip,jigyosho_730_all_20210122210255.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20210122210258_s.zip,jigyosho_760_all_20210122210258_s.zip,jigyosho_760_all_20210122210258.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20210122210302_s.zip,jigyosho_770_all_20210122210302_s.zip,jigyosho_770_all_20210122210302.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2020年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20210122210347_s.zip,jigyosho_780_all_20210122210347_s.zip,jigyosho_780_all_20210122210347.csv,,
居宅介護,居宅介護,Home Care,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_11.zip,sfkopendata_202603_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_12.zip,sfkopendata_202603_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_15.zip,sfkopendata_202603_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_13.zip,sfkopendata_202603_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_14.zip,sfkopendata_202603_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_21.zip,sfkopendata_202603_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_22.zip,sfkopendata_202603_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_24.zip,sfkopendata_202603_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_32.zip,sfkopendata_202603_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_33.zip,sfkopendata_202603_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_61.zip,sfkopendata_202603_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_41.zip,sfkopendata_202603_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_42.zip,sfkopendata_202603_42.zip,csvdownload042.csv,,
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_34.zip,sfkopendata_202603_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_60.zip,sfkopendata_202603_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_45.zip,sfkopendata_202603_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_46.zip,sfkopendata_202603_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_62.zip,sfkopendata_202603_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_63.zip,sfkopendata_202603_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_64.zip,sfkopendata_202603_64.zip,csvdownload064.csv,,
放課後等デイサービス,放課後等デイサービス,After-School Day Service,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_65.zip,sfkopendata_202603_65.zip,csvdownload065.csv,,
居宅訪問型児童発達支援,居宅訪問型児童発達支援,Home-Visit Child Development Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_66.zip,sfkopendata_202603_66.zip,csvdownload066.csv,,
保育所等訪問支援,保育所等訪問支援,Nursery School and Kindergarten Visit Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_67.zip,sfkopendata_202603_67.zip,csvdownload067.csv,,
福祉型障害児入所施設,福祉型障害児入所施設,Welfare Residential Facility for Children with Disabilities,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_68.zip,sfkopendata_202603_68.zip,csvdownload068.csv,,
医療型障害児入所施設,医療型障害児入所施設,Medical Residential Facility for Children with Disabilities,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_69.zip,sfkopendata_202603_69.zip,csvdownload069.csv,,
地域相談支援(地域移行),地域相談支援(地域移行),Community Consultation Support (Community Transition),2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_53.zip,sfkopendata_202603_53.zip,csvdownload053.csv,,
地域相談支援(地域定着),地域相談支援(地域定着),Community Consultation Support (Community Settlement),2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_54.zip,sfkopendata_202603_54.zip,csvdownload054.csv,,
計画相談支援,計画相談支援,Service Planning Consultation Support,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_52.zip,sfkopendata_202603_52.zip,csvdownload052.csv,,
障害児相談支援,障害児相談支援,Consultation Support for Children with Disabilities,2026年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202603/sfkopendata_202603_70.zip,sfkopendata_202603_70.zip,csvdownload070.csv,,
居宅介護,居宅介護,Home Care,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_11.zip,sfkopendata_202509_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_12.zip,sfkopendata_202509_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_15.zip,sfkopendata_202509_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_13.zip,sfkopendata_202509_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_14.zip,sfkopendata_202509_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_21.zip,sfkopendata_202509_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_22.zip,sfkopendata_202509_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_24.zip,sfkopendata_202509_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_32.zip,sfkopendata_202509_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_33.zip,sfkopendata_202509_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_61.zip,sfkopendata_202509_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_41.zip,sfkopendata_202509_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_42.zip,sfkopendata_202509_42.zip,csvdownload042.csv,,
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_34.zip,sfkopendata_202509_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_60.zip,sfkopendata_202509_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_45.zip,sfkopendata_202509_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_46.zip,sfkopendata_202509_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_62.zip,sfkopendata_202509_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_63.zip,sfkopendata_202509_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_64.zip,sfkopendata_202509_64.zip,csvdownload064.csv,,
放課後等デイサービス,放課後等デイサービス,After-School Day Service,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_65.zip,sfkopendata_202509_65.zip,csvdownload065.csv,,
居宅訪問型児童発達支援,居宅訪問型児童発達支援,Home-Visit Child Development Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_66.zip,sfkopendata_202509_66.zip,csvdownload066.csv,,
保育所等訪問支援,保育所等訪問支援,Nursery School and Kindergarten Visit Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_67.zip,sfkopendata_202509_67.zip,csvdownload067.csv,,
福祉型障害児入所施設,福祉型障害児入所施設,Welfare Residential Facility for Children with Disabilities,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_68.zip,sfkopendata_202509_68.zip,csvdownload068.csv,,
医療型障害児入所施設,医療型障害児入所施設,Medical Residential Facility for Children with Disabilities,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_69.zip,sfkopendata_202509_69.zip,csvdownload069.csv,,
地域相談支援(地域移行),地域相談支援(地域移行),Community Consultation Support (Community Transition),2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_53.zip,sfkopendata_202509_53.zip,csvdownload053.csv,,
地域相談支援(地域定着),地域相談支援(地域定着),Community Consultation Support (Community Settlement),2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_54.zip,sfkopendata_202509_54.zip,csvdownload054.csv,,
計画相談支援,計画相談支援,Service Planning Consultation Support,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_52.zip,sfkopendata_202509_52.zip,csvdownload052.csv,,
障害児相談支援,障害児相談支援,Consultation Support for Children with Disabilities,2025年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202509/sfkopendata_202509_70.zip,sfkopendata_202509_70.zip,csvdownload070.csv,,
居宅介護,居宅介護,Home Care,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_11.zip,sfkopendata_202503_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_12.zip,sfkopendata_202503_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_15.zip,sfkopendata_202503_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_13.zip,sfkopendata_202503_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_14.zip,sfkopendata_202503_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_21.zip,sfkopendata_202503_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_22.zip,sfkopendata_202503_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_24.zip,sfkopendata_202503_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_32.zip,sfkopendata_202503_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_33.zip,sfkopendata_202503_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_61.zip,sfkopendata_202503_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_41.zip,sfkopendata_202503_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_42.zip,sfkopendata_202503_42.zip,csvdownload042.csv,,
