avaiability,year,url,zip,shp,epsg,encoding
市道,2019,http://www.city.niigata.lg.jp/shisei/seisaku/it/open-data/opendata-gis/od-gis_dourosuido/od-gis_shido.files/od_gis_10123_shido.zip,od_gis_10123_shido.zip,od_gis_10123_shido.kml,,
