availability,year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize,detail1,detail2
東京,2010,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-10/A21s-10_13_GML.zip,A21s-10_13_GML.zip,A21s_22_01_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,人口・世帯数,
東京,2010,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-10/A21s-10_13_GML.zip,A21s-10_13_GML.zip,A21s_22_02_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤1,
東京,2010,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-10/A21s-10_13_GML.zip,A21s-10_13_GML.zip,A21s_22_03_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤2,
東京,2010,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-10/A21s-10_13_GML.zip,A21s-10_13_GML.zip,A21s_22_04_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,産業,
東京,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-05/A21s-05_13_GML.zip,A21s-05_13_GML.zip,A21s_17_01_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,人口・世帯数,
東京,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-05/A21s-05_13_GML.zip,A21s-05_13_GML.zip,A21s_17_02_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤1,
東京,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-05/A21s-05_13_GML.zip,A21s-05_13_GML.zip,A21s_17_03_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤2,
東京,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-05/A21s-05_13_GML.zip,A21s-05_13_GML.zip,A21s_17_04_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,産業,
東京,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-00/A21s-00_13_GML.zip,A21s-00_13_GML.zip,A21s_12_01_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,人口・世帯数,
東京,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-00/A21s-00_13_GML.zip,A21s-00_13_GML.zip,A21s_12_02_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤1,
東京,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-00/A21s-00_13_GML.zip,A21s-00_13_GML.zip,A21s_12_03_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤2,
東京,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-00/A21s-00_13_GML.zip,A21s-00_13_GML.zip,A21s_12_04_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,産業,
東京,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-95/A21s-95_13_GML.zip,A21s-95_13_GML.zip,A21s_07_01_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,人口・世帯数,
東京,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-95/A21s-95_13_GML.zip,A21s-95_13_GML.zip,A21s_07_02_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤1,
東京,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-95/A21s-95_13_GML.zip,A21s-95_13_GML.zip,A21s_07_03_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,都市基盤2,
東京,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A21s/A21s-95/A21s-95_13_GML.zip,A21s-95_13_GML.zip,A21s_07_04_13.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A21s.html,,,,,,,CP932,,4612,,産業,
