availability,year,url,zip,shp,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
全国,2022,https://nlftp.mlit.go.jp/ksj/gml/data/N07/N07-22/N07-22_SHP.zip,N07-22_SHP.zip,N07-22.shp,N07-22_code_SHP,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-N07-2022.html,,,,,,,CP932,N07.qml,6668,142.69
全国,2011,https://nlftp.mlit.go.jp/ksj/gml/data/N07/N07-11/N07-11_GML.zip,N07-22_GML.zip,N07-11.shp,N07-11_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-N07-2011.html,,,,,,,CP932,N07.qml,4612,325.31
allprefs,2022,https://nlftp.mlit.go.jp/ksj/gml/data/N07/N07-22/N07-22_code_pref_SHP.zip,N07-22_code_pref_SHP.zip,N07-22_code_pref.shp,N07-22_code_pref_SHP,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-N07-2022.html,,,,,,,CP932,N07.qml,6668,
allprefs,2011,https://nlftp.mlit.go.jp/ksj/gml/data/N07/N07-11/N07-11_code_pref_SHP.zip,N07-22_code_pref_SHP.zip,N07-11_code_pref.shp,N07-11_code_pref_SHP,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-N07-2011.html,,,,,,,CP932,N07.qml,4612,
