availability,year,url,zip,shp,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg
allprefs,2008,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-08/L01-08_code_pref_GML.zip,L01-08_code_pref_GML.zip,L01-08_code_pref-g_LandPrice.shp,L01-08_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2013.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2007,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-07/L01-07_code_pref_GML.zip,L01-07_code_pref_GML.zip,L01-07_code_pref-g_LandPrice.shp,L01-07_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2013.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2006,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-06/L01-06_code_pref_GML.zip,L01-06_code_pref_GML.zip,L01-06_code_pref-g_LandPrice.shp,L01-06_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2005,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-05/L01-05_code_pref_GML.zip,L01-05_code_pref_GML.zip,L01-05_code_pref-g_LandPrice.shp,L01-05_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2004,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-04/L01-04_code_pref_GML.zip,L01-04_code_pref_GML.zip,L01-04_code_pref-g_LandPrice.shp,L01-04_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2003,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-03/L01-03_code_pref_GML.zip,L01-03_code_pref_GML.zip,L01-03_code_pref-g_LandPrice.shp,L01-03_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2002,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-02/L01-02_code_pref_GML.zip,L01-02_code_pref_GML.zip,L01-02_code_pref-g_LandPrice.shp,L01-02_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2001,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-01/L01-01_code_pref_GML.zip,L01-01_code_pref_GML.zip,L01-01_code_pref-g_LandPrice.shp,L01-01_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,2000,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-00/L01-00_code_pref_GML.zip,L01-00_code_pref_GML.zip,L01-00_code_pref-g_LandPrice.shp,L01-00_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1999,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-99/L01-99_code_pref_GML.zip,L01-99_code_pref_GML.zip,L01-99_code_pref-g_LandPrice.shp,L01-99_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1998,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-98/L01-98_code_pref_GML.zip,L01-98_code_pref_GML.zip,L01-98_code_pref-g_LandPrice.shp,L01-98_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1997,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-97/L01-97_code_pref_GML.zip,L01-97_code_pref_GML.zip,L01-97_code_pref-g_LandPrice.shp,L01-97_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1996,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-96/L01-96_code_pref_GML.zip,L01-96_code_pref_GML.zip,L01-96_code_pref-g_LandPrice.shp,L01-96_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1995,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-95/L01-95_code_pref_GML.zip,L01-95_code_pref_GML.zip,L01-95_code_pref-g_LandPrice.shp,L01-95_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1994,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-94/L01-94_code_pref_GML.zip,L01-94_code_pref_GML.zip,L01-94_code_pref-g_LandPrice.shp,L01-94_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1993,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-93/L01-93_code_pref_GML.zip,L01-93_code_pref_GML.zip,L01-93_code_pref-g_LandPrice.shp,L01-93_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1992,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-92/L01-92_code_pref_GML.zip,L01-92_code_pref_GML.zip,L01-92_code_pref-g_LandPrice.shp,L01-92_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1991,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-91/L01-91_code_pref_GML.zip,L01-91_code_pref_GML.zip,L01-91_code_pref-g_LandPrice.shp,L01-91_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1990,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-90/L01-90_code_pref_GML.zip,L01-90_code_pref_GML.zip,L01-90_code_pref-g_LandPrice.shp,L01-90_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1989,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-89/L01-89_code_pref_GML.zip,L01-89_code_pref_GML.zip,L01-89_code_pref-g_LandPrice.shp,L01-89_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1988,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-88/L01-88_code_pref_GML.zip,L01-88_code_pref_GML.zip,L01-88_code_pref-g_LandPrice.shp,L01-88_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1987,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-87/L01-87_code_pref_GML.zip,L01-87_code_pref_GML.zip,L01-87_code_pref-g_LandPrice.shp,L01-87_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1986,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-86/L01-86_code_pref_GML.zip,L01-86_code_pref_GML.zip,L01-86_code_pref-g_LandPrice.shp,L01-86_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1985,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-85/L01-85_code_pref_GML.zip,L01-85_code_pref_GML.zip,L01-85_code_pref-g_LandPrice.shp,L01-85_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1984,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-84/L01-84_code_pref_GML.zip,L01-84_code_pref_GML.zip,L01-84_code_pref-g_LandPrice.shp,L01-84_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
allprefs,1983,https://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-83/L01-83_code_pref_GML.zip,L01-83_code_pref_GML.zip,L01-83_code_pref-g_LandPrice.shp,L01-83_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L01-2006.html,L01_006,,,,L01_017,code_pref_muni,CP932,,4612
