name_j,availability,code_map,type_muni,name_e,year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
高潮浸水想定区域,青森県,A49,,Areas Expected To Be Flooded By Storm Surges,2023,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-23/A49-23_02_GML.zip,A49-23_02_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2023.html,,,,,,,,,,4.59MB
高潮浸水想定区域,千葉県,A49,,Areas Expected To Be Flooded By Storm Surges,2020,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-20/A49-20_12_GML.zip ,A49-20_12_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2020.html,,,,,,,,,,43.5MB 
高潮浸水想定区域,東京都,A49,,Areas Expected To Be Flooded By Storm Surges,2020,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-20/A49-20_13_GML.zip,A49-20_13_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2020.html,,,,,,,,,,26.5MB 
高潮浸水想定区域,神奈川県,A49,,Areas Expected To Be Flooded By Storm Surges,2022,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-22/A49-22_14_GML.zip ,A49-22_14_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,32.2MB
高潮浸水想定区域,愛知県,A49,,Areas Expected To Be Flooded By Storm Surges,2022,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-22/A49-22_23_GML.zip,A49-22_23_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,141MB 
高潮浸水想定区域,三重県,A49,,Areas Expected To Be Flooded By Storm Surges,2021,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-21/A49-21_24_GML.zip,A49-21_24_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,44.9MB 
高潮浸水想定区域,大阪府,A49,,Areas Expected To Be Flooded By Storm Surges,2021,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-21/A49-21_27_GML.zip,A49-21_27_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,16.8MB 
高潮浸水想定区域,兵庫県,A49,,Areas Expected To Be Flooded By Storm Surges,2022,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-22/A49-22_28_GML.zip,A49-22_28_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,60.5MB
高潮浸水想定区域,兵庫県,A49,,Areas Expected To Be Flooded By Storm Surges,2021,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-21/A49-21_28_GML.zip,A49-21_28_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,16.6MB 
高潮浸水想定区域,兵庫県,A49,,Areas Expected To Be Flooded By Storm Surges,2020,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-20/A49-20_28_GML.zip ,A49-20_28_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2020.html,,,,,,,,,,14.3MB 
高潮浸水想定区域,山口県,A49,,Areas Expected To Be Flooded By Storm Surges,2023,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-23/A49-23_35_GML.zip,A49-23_35_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2023.html,,,,,,,,,,39.07MB 
高潮浸水想定区域,徳島県,A49,,Areas Expected To Be Flooded By Storm Surges,2022,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-22/A49-22_36_GML.zip,A49-22_36_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,13.7MB
高潮浸水想定区域,香川県,A49,,Areas Expected To Be Flooded By Storm Surges,2022,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-22/A49-22_37_GML.zip ,A49-22_37_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,30.1MB 
高潮浸水想定区域,福岡県,A49,,Areas Expected To Be Flooded By Storm Surges,2020,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-20/A49-20_40_GML.zip ,A49-20_40_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2020.html,,,,,,,,,,93.2MB 
高潮浸水想定区域,佐賀県,A49,,Areas Expected To Be Flooded By Storm Surges,2023,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-23/A49-23_41_GML.zip ,A49-23_41_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2023.html,,,,,,,,,,17.86MB
高潮浸水想定区域,大分県,A49,,Areas Expected To Be Flooded By Storm Surges,2021,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-21/A49-21_44_GML.zip,A49-21_44_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,36.5MB
高潮浸水想定区域,宮崎県,A49,,Areas Expected To Be Flooded By Storm Surges,2023,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-23/A49-23_45_GML.zip,A49-23_45_GML.zip,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2023.html,,,,,,,,,,19.6MB 
高潮浸水想定区域,宮崎県,A49,,Areas Expected To Be Flooded By Storm Surges,2021,https://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-21/A49-21_45_GML.zip ,A49-21_45_GML.zip ,,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A49-2022.html,,,,,,,,,,10.19MB
