availability,year,url,zip,shp,altdir,source,encoding,qml,epsg,filesize
栃木県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_09_GML.zip,A17-851001_09_GML.zip,A17-851001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_09_GML.zip,A17-801001_09_GML.zip,A17-801001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_09_GML.zip,A17-751001_09_GML.zip,A17-751001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_09_GML.zip,A17-701001_09_GML.zip,A17-701001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_10_GML.zip,A17-17_10.zip,A17-17_10.shp,A17-17_10_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
群馬県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_10_GML.zip,A17-16_10.zip,A17-16_10.shp,A17-16_10_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
群馬県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_10_GML.zip,A17-070402_10_GML.zip,A17-070402_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_10_GML.zip,A17-051001_10_GML.zip,A17-051001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_10_GML.zip,A17-001001_10_GML.zip,A17-001001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_10_GML.zip,A17-951001_10_GML.zip,A17-951001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_10_GML.zip,A17-901001_10_GML.zip,A17-901001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_10_GML.zip,A17-851001_10_GML.zip,A17-851001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_10_GML.zip,A17-801001_10_GML.zip,A17-801001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_10_GML.zip,A17-751001_10_GML.zip,A17-751001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
群馬県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_10_GML.zip,A17-701001_10_GML.zip,A17-701001_10_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
埼玉県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_11_GML.zip,A17-17_11.zip,A17-17_11.shp,A17-17_11_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
埼玉県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_11_GML.zip,A17-16_11.zip,A17-16_11.shp,A17-16_11_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
埼玉県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_11_GML.zip,A17-070402_11_GML.zip,A17-070402_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_11_GML.zip,A17-051001_11_GML.zip,A17-051001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_11_GML.zip,A17-001001_11_GML.zip,A17-001001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_11_GML.zip,A17-951001_11_GML.zip,A17-951001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_11_GML.zip,A17-901001_11_GML.zip,A17-901001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_11_GML.zip,A17-851001_11_GML.zip,A17-851001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_11_GML.zip,A17-801001_11_GML.zip,A17-801001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_11_GML.zip,A17-751001_11_GML.zip,A17-751001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
埼玉県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_11_GML.zip,A17-701001_11_GML.zip,A17-701001_11_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,6668,
千葉県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_12_GML.zip,A17-17_12.zip,A17-17_12.shp,A17-17_12_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
千葉県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_12_GML.zip,A17-16_12.zip,A17-16_12.shp,A17-16_12_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
千葉県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_12_GML.zip,A17-070402_12_GML.zip,A17-070402_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_12_GML.zip,A17-051001_12_GML.zip,A17-051001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_12_GML.zip,A17-001001_12_GML.zip,A17-001001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_12_GML.zip,A17-951001_12_GML.zip,A17-951001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_12_GML.zip,A17-901001_12_GML.zip,A17-901001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_12_GML.zip,A17-851001_12_GML.zip,A17-851001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_12_GML.zip,A17-801001_12_GML.zip,A17-801001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_12_GML.zip,A17-751001_12_GML.zip,A17-751001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
千葉県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_12_GML.zip,A17-701001_12_GML.zip,A17-701001_12_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_13_GML.zip,A17-17_13.zip,A17-17_13.shp,A17-17_13_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
東京都,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_13_GML.zip,A17-16_13.zip,A17-16_13.shp,A17-16_13_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
東京都,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_13_GML.zip,A17-070402_13_GML.zip,A17-070402_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_13_GML.zip,A17-051001_13_GML.zip,A17-051001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_13_GML.zip,A17-001001_13_GML.zip,A17-001001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_13_GML.zip,A17-951001_13_GML.zip,A17-951001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_13_GML.zip,A17-901001_13_GML.zip,A17-901001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_13_GML.zip,A17-851001_13_GML.zip,A17-851001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_13_GML.zip,A17-801001_13_GML.zip,A17-801001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_13_GML.zip,A17-751001_13_GML.zip,A17-751001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
東京都,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_13_GML.zip,A17-701001_13_GML.zip,A17-701001_13_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_15_GML.zip,A17-17_15.zip,A17-17_15.shp,A17-17_15_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
新潟県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_15_GML.zip,A17-16_15.zip,A17-16_15.shp,A17-16_15_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
新潟県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_15_GML.zip,A17-070402_15_GML.zip,A17-070402_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_15_GML.zip,A17-051001_15_GML.zip,A17-051001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_15_GML.zip,A17-001001_15_GML.zip,A17-001001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_15_GML.zip,A17-951001_15_GML.zip,A17-951001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_15_GML.zip,A17-901001_15_GML.zip,A17-901001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_15_GML.zip,A17-851001_15_GML.zip,A17-851001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_15_GML.zip,A17-801001_15_GML.zip,A17-801001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_15_GML.zip,A17-751001_15_GML.zip,A17-751001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
新潟県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_15_GML.zip,A17-701001_15_GML.zip,A17-701001_15_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_16_GML.zip,A17-17_16.zip,A17-17_16.shp,A17-17_16_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
富山県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_16_GML.zip,A17-16_16.zip,A17-16_16.shp,A17-16_16_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
富山県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_16_GML.zip,A17-070402_16_GML.zip,A17-070402_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_16_GML.zip,A17-051001_16_GML.zip,A17-051001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_16_GML.zip,A17-001001_16_GML.zip,A17-001001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_16_GML.zip,A17-951001_16_GML.zip,A17-951001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_16_GML.zip,A17-901001_16_GML.zip,A17-901001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_16_GML.zip,A17-851001_16_GML.zip,A17-851001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_16_GML.zip,A17-801001_16_GML.zip,A17-801001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_16_GML.zip,A17-751001_16_GML.zip,A17-751001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
富山県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_16_GML.zip,A17-701001_16_GML.zip,A17-701001_16_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_17_GML.zip,A17-17_17.zip,A17-17_17.shp,A17-17_17_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
石川県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_17_GML.zip,A17-16_17.zip,A17-16_17.shp,A17-16_17_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
石川県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_17_GML.zip,A17-070402_17_GML.zip,A17-070402_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_17_GML.zip,A17-051001_17_GML.zip,A17-051001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_17_GML.zip,A17-001001_17_GML.zip,A17-001001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_17_GML.zip,A17-951001_17_GML.zip,A17-951001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_17_GML.zip,A17-901001_17_GML.zip,A17-901001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_17_GML.zip,A17-851001_17_GML.zip,A17-851001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_17_GML.zip,A17-801001_17_GML.zip,A17-801001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_17_GML.zip,A17-751001_17_GML.zip,A17-751001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
石川県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_17_GML.zip,A17-701001_17_GML.zip,A17-701001_17_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_18_GML.zip,A17-17_18.zip,A17-17_18.shp,A17-17_18_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
福井県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_18_GML.zip,A17-16_18.zip,A17-16_18.shp,A17-16_18_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
福井県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_18_GML.zip,A17-070402_18_GML.zip,A17-070402_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_18_GML.zip,A17-051001_18_GML.zip,A17-051001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_18_GML.zip,A17-001001_18_GML.zip,A17-001001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_18_GML.zip,A17-951001_18_GML.zip,A17-951001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_18_GML.zip,A17-901001_18_GML.zip,A17-901001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_18_GML.zip,A17-851001_18_GML.zip,A17-851001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_18_GML.zip,A17-801001_18_GML.zip,A17-801001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_18_GML.zip,A17-751001_18_GML.zip,A17-751001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福井県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_18_GML.zip,A17-701001_18_GML.zip,A17-701001_18_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山梨県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_19_GML.zip,A17-17_19.zip,A17-17_19.shp,A17-17_19_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
山梨県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_19_GML.zip,A17-16_19.zip,A17-16_19.shp,A17-16_19_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
山梨県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_19_GML.zip,A17-070402_19_GML.zip,A17-070402_19_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山梨県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_19_GML.zip,A17-051001_19_GML.zip,A17-051001_19_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
