name_j,availability,code_map,type_muni,name_e,year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
特殊土壌地帯,静岡,A23,,Particular Soil Zone,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-16_22_GML.zip,A23-16_22_GML.zip,A23-16_22.shp,,A23-16_22_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2016.html,,,,,,,CP932,,6668,0.67
特殊土壌地帯,静岡,A23,,Particular Soil Zone,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-070402_22_GML.zip 	,A23-070402_22_GML.zip,A23-070402_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-051001_22_GML.zip,A23-051001_22_GML.zip,A23-051001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-001001_22_GML.zip,A23-001001_22_GML.zip,A23-001001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-951001_22_GML.zip,A23-951001_22_GML.zip,A23-951001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-901001_22_GML.zip,A23-901001_22_GML.zip,A23-901001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-851001_22_GML.zip,A23-851001_22_GML.zip,A23-851001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-801001_22_GML.zip,A23-801001_22_GML.zip,A23-801001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-751001_22_GML.zip 	,A23-751001_22_GML.zip,A23-751001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
特殊土壌地帯,静岡,A23,,Particular Soil Zone,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A23/A23-16/A23-701001_22_GML.zip 	,A23-701001_22_GML.zip,A23-701001_22_ParticularSoilZone.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A23-2007.html,,,,,,,CP932,,6668,0.63
