availability,year,url,zip,shp,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
愛知県 ,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-95/A19-951001_23_GML.zip,A19-951001_23_GML.zip,A19-951001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-90/A19-901001_23_GML.zip,A19-901001_23_GML.zip,A19-901001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-85/A19-851001_23_GML.zip,A19-851001_23_GML.zip,A19-851001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-80/A19-801001_23_GML.zip,A19-801001_23_GML.zip,A19-801001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-75/A19-751001_23_GML.zip,A19-751001_23_GML.zip,A19-751001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-70/A19-701001_23_GML.zip,A19-701001_23_GML.zip,A19-701001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1965,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-65/A19-651001_23_GML.zip,A19-651001_23_GML.zip,A19-651001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
愛知県 ,1960,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-60/A19-601001_23_GML.zip,A19-601001_23_GML.zip,A19-601001_23_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-17/A19-17_24_GML.zip,A19-17_24_GML.zip,A19-17_24_GML/A19-17_24.shp,,,,,,,,,,A19-2017.qml,,
三重県 ,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-07/A19-070402_24_GML.zip,A19-070402_24_GML.zip,A19-070402_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-05/A19-051001_24_GML.zip,A19-051001_24_GML.zip,A19-051001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-00/A19-001001_24_GML.zip,A19-001001_24_GML.zip,A19-001001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-95/A19-951001_24_GML.zip,A19-951001_24_GML.zip,A19-951001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
