availability,year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize,detail1,detail2
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（上流）水系_81_010.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（上流）水系,10
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（上流）水系_81_030.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（上流）水系,30
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（上流）水系_81_050.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（上流）水系,50
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（上流）水系_81_100.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（上流）水系,100
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（下流）水系_81_010.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（下流）水系,10
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（下流）水系_81_030.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（下流）水系,30
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（下流）水系_81_050.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（下流）水系,50
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810101_天塩川（下流）水系_81_100.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,天塩川（下流）水系,100
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810102_留萌川水系_81_010.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,留萌川水系,10
北海道開発局,2023,https://nlftp.mlit.go.jp/ksj/gml/data/{code_map}/{code_map}-{year2digit}/{code_map}-{year2digit}-81_SHP.zip,{code_map}-{year2digit}-81_SHP.zip,A53-23_810102_留萌川水系_81_030.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A53-2024.html,,,,,,,CP932,,,,留萌川水系,30
