availability,year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
鹿児島,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-07/A20-070402_46_GML.zip,A20-070402_46_GML.zip,A20-070402_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,A20_002,code_pref_muni,CP932,A20-2007.qml,4612,
鹿児島,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-05/A20-051001_46_GML.zip,A20-051001_46_GML.zip,A20-051001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-00/A20-001001_46_GML.zip,A20-001001_46_GML.zip,A20-001001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-95/A20-951001_46_GML.zip,A20-951001_46_GML.zip,A20-951001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-90/A20-901001_46_GML.zip  ,A20-901001_46_GML.zip  ,A20-901001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-85/A20-851001_46_GML.zip  ,A20-851001_46_GML.zip,A20-851001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-80/A20-801001_46_GML.zip  ,A20-801001_46_GML.zip,A20-801001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-75/A20-751001_46_GML.zip,A20-751001_46_GML.zip,A20-751001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-70/A20-701001_46_GML.zip,A20-701001_46_GML.zip,A20-701001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1965,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-65/A20-651001_46_GML.zip  ,A20-651001_46_GML.zip,A20-651001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1960,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-60/A20-601001_46_GML.zip  ,A20-601001_46_GML.zip,A20-651001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1955,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-55/A20-551001_46_GML.zip  ,A20-551001_46_GML.zip,A20-551001_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
鹿児島,1954,https://nlftp.mlit.go.jp/ksj/gml/data/A20/A20-54/A20-540621_46_GML.zip  ,A20-540621_46_GML.zip,A20-540621_46_AmamiIslands.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A20.html,,,,,,,CP932,,4612,
