name_j,availability,code_map,type_muni,name_e,year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-16_01_GML.zip,A18-16_01_GML.zip,A18-16_01.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2016.html,,,,,A18_002,code_pref_muni,CP932,,6668,4.82
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-070402_01_GML.zip,A18-070402_01_GML.zip,A18-070402_01_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,3.71
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-051001_01_GML.zip,A18-051001_01_GML.zip,A18-051001_01_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,3.71
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-001001_01_GML.zip,A18-001001_01_GML.zip,A18-001001_01_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,3.70
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-951001_01_GML.zip,A18-951001_01_GML.zip,A18-951001_01_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,3.71
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-901001_01_GML.zip,A18-901001_01_GML.zip,A18-901001_01_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,3.71
半島振興対策実施地域,北海道,A18,,Peninsulas Development Implementation Area,1986,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-860331_01_GML.zip,A18-860331_01_GML.zip,A18-860331_01_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,2.71
半島振興対策実施地域,青森,A18,,Peninsulas Development Implementation Area,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-16_02_GML.zip,A18-16_02_GML.zip,A18-16_02.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2016.html,,,,,A18_002,code_pref_muni,CP932,,6668,2.78
半島振興対策実施地域,青森,A18,,Peninsulas Development Implementation Area,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-070402_02_GML.zip,A18-070402_02_GML.zip,A18-070402_02_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,1.91
半島振興対策実施地域,青森,A18,,Peninsulas Development Implementation Area,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-051001_02_GML.zip,A18-051001_02_GML.zip,A18-051001_02_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,1.91
半島振興対策実施地域,青森,A18,,Peninsulas Development Implementation Area,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A18/A18-16/A18-001001_02_GML.zip,A18-001001_02_GML.zip,A18-001001_02_PeninsulasDevelopmentImplementationArea.shp,,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A18-2007.html,,,,,A18_002,code_pref_muni,CP932,,6668,1.91
